table_schema,table_name,column_name,data_type,column_comment,table_comment,source,training_status,risk_level,reason
public,dc_survey_track,create_by,bigint,创建人,巡查轨迹记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_by 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,dc_survey_track,create_time,timestamp without time zone,创建时间,巡查轨迹记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,dc_survey_track,num,integer,点位编号,巡查轨迹记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 num 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,dc_survey_track,task_instance_id,bigint,实例ID,巡查轨迹记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 task_instance_id 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,gis_control_unit,id,bigint,主键,,existing_comment,candidate_with_conflict_warning,medium,字段名 id 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,gis_control_unit,geom,USER-DEFINED,几何信息,,existing_comment,candidate_with_conflict_warning,medium,字段名 geom 在库内其他表中存在不同注释（9种）。保留原始注释，训练时需带表上下文。
public,gis_control_unit,control_unit_name,character varying,控制单元名称,,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,gis_control_unit,area,double precision,面积（km2）,,existing_comment,candidate_with_conflict_warning,medium,字段名 area 在库内其他表中存在不同注释（9种）。保留原始注释，训练时需带表上下文。
public,gis_control_unit,control_unit_code,character varying,控制单元编码,,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,gis_control_unit,basin,character varying,所属流域,,existing_comment,candidate_with_conflict_warning,medium,字段名 basin 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,gis_control_unit,remark,character varying,备注,,existing_comment,candidate_with_conflict_warning,medium,字段名 remark 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,gis_control_unit,create_time,timestamp without time zone,创建时间,,existing_comment,candidate_with_conflict_warning,medium,字段名 create_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,gis_control_unit,update_time,timestamp without time zone,更新时间,,existing_comment,candidate_with_conflict_warning,medium,字段名 update_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,gis_control_unit,del_flag,character,删除标志：0-正常、1-删除,,existing_comment,candidate_with_conflict_warning,medium,字段名 del_flag 在库内其他表中存在不同注释（12种）。保留原始注释，训练时需带表上下文。
public,gis_control_unit,create_by,bigint,创建人,,existing_comment,candidate_with_conflict_warning,medium,字段名 create_by 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,gis_control_unit,update_by,bigint,修改人,,existing_comment,candidate_with_conflict_warning,medium,字段名 update_by 在库内其他表中存在不同注释（5种）。保留原始注释，训练时需带表上下文。
public,gis_poi,id,bigint,主键id,主键id,existing_comment,candidate_with_conflict_warning,medium,字段名 id 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,gis_poi,code,bigint,poi标识码,主键id,existing_comment,candidate_with_conflict_warning,medium,字段名 code 在库内其他表中存在不同注释（5种）。保留原始注释，训练时需带表上下文。
public,gis_poi,name,character varying,名称,主键id,existing_comment,candidate_with_conflict_warning,medium,字段名 name 在库内其他表中存在不同注释（14种）。保留原始注释，训练时需带表上下文。
public,gis_poi,address,character varying,地址,主键id,existing_comment,candidate_with_conflict_warning,medium,字段名 address 在库内其他表中存在不同注释（5种）。保留原始注释，训练时需带表上下文。
public,gis_poi,category,character varying,分类,主键id,existing_comment,candidate_with_conflict_warning,medium,字段名 category 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,gis_poi,region_code,character varying,行政区编码,主键id,existing_comment,candidate_with_conflict_warning,medium,字段名 region_code 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,gis_poi,region_province,character varying,行政区省,主键id,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,gis_poi,region_city,character varying,行政区城市,主键id,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,gis_poi,lon,double precision,经度,主键id,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,gis_poi,lat,double precision,纬度,主键id,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,gis_poi,telephone,character varying,电话,主键id,existing_comment,candidate_with_conflict_warning,medium,字段名 telephone 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,gis_poi,remark,character varying,备注,主键id,existing_comment,candidate_with_conflict_warning,medium,字段名 remark 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,gis_region,id,bigint,主键id,区县数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 id 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,gis_region,create_by,bigint,创建人,区县数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_by 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,gis_region,create_time,timestamp without time zone,创建时间,区县数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,gis_region,update_by,bigint,更新人,区县数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_by 在库内其他表中存在不同注释（5种）。保留原始注释，训练时需带表上下文。
public,gis_region,update_time,timestamp without time zone,更新时间,区县数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,gis_region,del_flag,character,删除标记：0 未删除、1 已删除,区县数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 del_flag 在库内其他表中存在不同注释（12种）。保留原始注释，训练时需带表上下文。
public,gis_region_city,region_name,character varying,行政区划名称,,existing_comment,candidate_with_conflict_warning,medium,字段名 region_name 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,gis_region_city,region_code,character varying,行政区划编码,,existing_comment,candidate_with_conflict_warning,medium,字段名 region_code 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,gis_region_county,region_name,character varying,行政区名称,行政区-区县,existing_comment,candidate_with_conflict_warning,medium,字段名 region_name 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,gis_region_county,city,character varying,市级名称,行政区-区县,existing_comment,candidate_with_conflict_warning,medium,字段名 city 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
